"","sex","yob","g2000","g2002","g2004","p2000","p2002","p2004","treatment","cluster","voted","hh_id","hh_size","numberofnames","p2004_mean","g2004_mean","age","bintreat"
"11481","male",1963,"yes","yes","yes","yes","yes","No"," Control",334,"No",6010,2,21,0.2380952,0.952381,43,0
"36379","female",1965,"yes","yes","yes","no","no","No"," Neighbors",1056,"Yes",18991,2,21,0.1428571,0.952381,41,1
"115217","female",1954,"yes","yes","yes","no","no","Yes"," Control",3318,"No",59724,2,21,0.2857143,0.952381,52,0
"39077","male",1966,"yes","yes","yes","no","no","Yes"," Control",1133,"No",20394,2,21,0.3333333,0.952381,40,0
"19329","female",1963,"yes","yes","yes","no","no","No"," Control",567,"No",10191,2,21,0.047619,0.9047619,43,0
"55153","male",1957,"yes","yes","yes","yes","no","No"," Neighbors",1594,"No",28676,2,21,0.2380952,0.9047619,49,1
"99229","female",1960,"yes","yes","yes","no","yes","No"," Control",2857,"No",51426,2,21,0.3333333,0.952381,46,0
"75647","female",1950,"yes","yes","yes","no","yes","No"," Control",2181,"Yes",39250,2,21,0.1904762,1,56,0
"304136","male",1972,"yes","yes","yes","no","yes","No"," Control",8809,"No",158556,2,21,0.3333333,0.9047619,34,0
"277240","female",1967,"yes","no","yes","no","no","No"," Control",8054,"No",144972,2,21,0.2380952,0.952381,39,0
"260939","male",1961,"yes","yes","yes","no","yes","No"," Control",7591,"No",136625,1,21,0.1428571,0.952381,45,0
"131744","female",1927,"yes","yes","yes","no","yes","No"," Control",3801,"Yes",68408,2,21,0.2380952,0.9047619,79,0
"121927","male",1955,"yes","yes","yes","no","no","Yes"," Control",3512,"No",63213,4,21,0.2857143,1,51,0
"27540","female",1979,"yes","yes","yes","no","yes","No"," Control",805,"No",14480,3,21,0.2380952,1,27,0
"310459","male",1971,"yes","yes","yes","no","no","Yes"," Control",8992,"No",161852,2,21,0.5714286,0.9047619,35,0
"24705","male",1955,"yes","yes","yes","no","no","No"," Control",726,"No",13066,2,21,0.1428571,1,51,0
"179531","male",1961,"yes","yes","yes","no","no","No"," Control",5208,"No",93737,1,21,0.3333333,0.8095238,45,0
"262224","male",1976,"yes","yes","yes","no","yes","Yes"," Control",7628,"No",137298,2,21,0.2380952,0.952381,30,0
"82663","male",1961,"yes","yes","yes","yes","no","No"," Control",2377,"Yes",42783,2,21,0.1904762,1,45,0
"34185","female",1958,"yes","yes","yes","no","no","No"," Neighbors",993,"No",17867,2,21,0.3333333,0.952381,48,1
"161660","male",1945,"yes","yes","yes","no","no","No"," Control",4687,"No",84365,2,21,0.0952381,0.9047619,61,0
"204095","female",1958,"yes","yes","yes","no","no","No"," Control",5932,"No",106767,2,21,0,0.7619048,48,0
"291174","male",1950,"yes","yes","yes","yes","yes","Yes"," Control",8436,"Yes",151842,2,21,0.0952381,1,56,0
"272993","female",1957,"yes","yes","yes","yes","no","No"," Control",7933,"Yes",142778,3,21,0.1904762,0.9047619,49,0
"179775","female",1962,"yes","yes","yes","no","no","Yes"," Neighbors",5215,"Yes",93870,2,21,0.0952381,0.9047619,44,1
"342004","female",1960,"yes","yes","yes","no","yes","No"," Control",9936,"No",178845,3,21,0.4761905,0.8571429,46,0
"37328","female",1956,"yes","yes","yes","no","no","No"," Control",1082,"Yes",19464,5,21,0.1904762,1,50,0
"14472","female",1965,"yes","yes","yes","no","yes","Yes"," Neighbors",425,"Yes",7643,2,21,0.1904762,0.7619048,41,1
"95748","female",1940,"no","yes","yes","no","no","No"," Control",2758,"No",49631,2,21,0.1904762,0.9047619,66,0
"329341","male",1937,"yes","no","yes","yes","no","No"," Control",9548,"No",171853,2,21,0.5714286,0.8571429,69,0
"191630","male",1978,"yes","yes","yes","no","yes","No"," Control",5565,"No",100155,2,21,0,0.8571429,28,0
"190030","male",1949,"yes","yes","yes","no","yes","No"," Control",5517,"No",99294,1,21,0.0952381,0.8571429,57,0
"248996","female",1961,"yes","no","yes","no","no","Yes"," Control",7246,"No",130413,2,21,0.5714286,0.952381,45,0
"266812","male",1945,"yes","no","yes","no","no","No"," Control",7762,"Yes",139701,2,21,0.6666667,0.8571429,61,0
"113173","female",1956,"yes","yes","yes","yes","yes","No"," Control",3259,"Yes",58652,2,21,0.3809524,0.8571429,50,0
"159687","male",1943,"yes","yes","yes","no","yes","No"," Neighbors",4628,"No",83304,3,20,0.2,0.95,63,1
"31908","female",1945,"yes","yes","yes","yes","yes","No"," Neighbors",928,"Yes",16699,1,21,0.1428571,0.9047619,61,1
"221710","male",1984,"no","yes","yes","no","no","No"," Control",6454,"No",116159,4,21,0,0.7142857,22,0
"342566","male",1972,"no","yes","yes","no","no","Yes"," Neighbors",9953,"No",179143,2,19,0.4210526,0.8947368,34,1
"84101","male",1944,"no","yes","yes","yes","yes","No"," Control",2419,"Yes",43529,2,21,0.1428571,0.952381,62,0
"227413","female",1921,"yes","yes","yes","no","yes","Yes"," Neighbors",6624,"Yes",119222,2,21,0.2857143,0.952381,85,1
"240975","female",1942,"yes","yes","yes","yes","yes","No"," Control",7020,"Yes",126351,1,21,0.7619048,0.952381,64,0
"107792","male",1959,"yes","yes","yes","yes","yes","No"," Neighbors",3101,"Yes",55803,1,21,0.2857143,0.952381,47,1
"165858","male",1960,"yes","yes","yes","yes","yes","No"," Control",4808,"No",86542,2,21,0.2857143,0.952381,46,0
"187067","female",1951,"yes","yes","yes","yes","yes","No"," Control",5431,"Yes",97743,2,21,0.3333333,1,55,0
"176025","female",1959,"yes","yes","yes","no","no","No"," Control",5105,"Yes",91881,2,21,0.2380952,1,47,0
"101183","female",1943,"no","yes","yes","no","yes","No"," Neighbors",2913,"Yes",52425,2,21,0.5238096,0.952381,63,1
"263900","male",1946,"yes","yes","yes","no","yes","Yes"," Control",7677,"Yes",138184,4,21,0.1428571,0.952381,60,0
"232130","female",1945,"yes","yes","yes","no","no","Yes"," Neighbors",6762,"No",121715,2,21,0.2380952,0.8095238,61,1
"252383","male",1955,"yes","yes","yes","no","no","No"," Control",7342,"No",132152,2,21,0.3809524,0.952381,51,0
"313927","male",1947,"yes","yes","yes","no","no","Yes"," Control",9091,"Yes",163636,1,21,0.6190476,0.9047619,59,0
"331441","female",1952,"yes","yes","yes","no","no","No"," Control",9613,"No",173021,2,21,0,0.8571429,54,0
"300634","female",1949,"yes","yes","yes","no","no","Yes"," Control",8704,"Yes",156664,4,21,0.5714286,1,57,0
"133230","female",1961,"yes","yes","yes","yes","no","No"," Control",3845,"No",69193,2,21,0.2857143,0.8571429,45,0
"286354","female",1976,"yes","no","yes","no","no","No"," Control",8298,"No",149353,3,21,0.4285714,1,30,0
"232844","male",1915,"yes","yes","yes","yes","no","No"," Control",6783,"Yes",122094,2,21,0.5714286,0.952381,91,0
"173620","male",1957,"yes","yes","yes","no","no","Yes"," Control",5032,"Yes",90575,2,21,0.3333333,0.9047619,49,0
"277926","female",1948,"yes","yes","yes","no","no","Yes"," Neighbors",8073,"Yes",145307,2,21,0.3333333,1,58,1
"330496","female",1971,"yes","yes","yes","yes","no","Yes"," Control",9584,"Yes",172507,2,21,0.6190476,0.952381,35,0
"127449","male",1953,"yes","yes","yes","no","no","No"," Control",3675,"No",66144,3,21,0.2857143,0.952381,53,0
"77675","female",1942,"yes","yes","yes","no","yes","No"," Control",2239,"No",40289,3,21,0.0952381,0.9047619,64,0
"210647","female",1960,"yes","yes","yes","no","yes","No"," Control",6127,"No",110281,2,21,0.2380952,0.8571429,46,0
"156800","male",1939,"yes","yes","yes","yes","yes","No"," Control",4540,"Yes",81715,2,19,0.2105263,1,67,0
"234533","male",1939,"no","yes","yes","no","yes","No"," Control",6835,"No",123013,2,21,0,0.9047619,67,0
"1146","female",1952,"yes","no","yes","yes","no","Yes"," Neighbors",35,"No",613,2,21,0.4285714,0.8571429,54,1
"105994","female",1986,"no","no","yes","no","no","No"," Control",3050,"No",54894,3,21,0.3333333,0.952381,20,0
"41654","male",1966,"yes","yes","yes","yes","no","No"," Control",1207,"No",21722,2,21,0.2380952,0.9047619,40,0
"274077","male",1956,"yes","no","yes","yes","no","No"," Control",7966,"No",143371,2,21,0.1428571,0.952381,50,0
"41589","female",1979,"no","no","yes","no","no","No"," Control",1205,"No",21689,3,21,0.2857143,0.8571429,27,0
"92478","male",1961,"yes","yes","yes","no","yes","No"," Control",2665,"No",47957,2,21,0.2380952,0.9047619,45,0
"71144","male",1982,"yes","yes","yes","no","no","Yes"," Control",2051,"Yes",36911,2,21,0.5238096,0.9047619,24,0
"208334","male",1966,"yes","yes","yes","yes","yes","No"," Control",6060,"No",109079,1,21,0.3333333,0.8571429,40,0
"141184","male",1935,"yes","yes","yes","yes","no","No"," Neighbors",4076,"Yes",73358,2,16,0.25,0.9375,71,1
"297618","female",1986,"no","no","yes","no","no","Yes"," Neighbors",8624,"Yes",155218,3,20,0.3,1,20,1
"139681","male",1941,"yes","yes","yes","yes","no","Yes"," Neighbors",4033,"Yes",72588,2,21,0.2380952,0.8571429,65,1
"295386","male",1949,"yes","yes","yes","no","no","No"," Control",8560,"No",154066,2,20,0.25,1,57,0
"187171","female",1966,"yes","no","yes","no","no","No"," Control",5434,"No",97800,2,21,0.2857143,0.952381,40,0
"320672","male",1940,"yes","yes","yes","yes","no","Yes"," Control",9281,"Yes",167058,2,21,0.2857143,1,66,0
"32757","female",1943,"yes","yes","yes","no","no","No"," Control",952,"No",17124,2,21,0.3809524,0.9047619,63,0
"239113","male",1952,"yes","yes","yes","yes","yes","Yes"," Control",6968,"Yes",125424,5,21,0.6190476,0.9047619,54,0
"169815","male",1949,"yes","yes","yes","no","yes","No"," Control",4923,"No",88602,1,21,0.1428571,0.9047619,57,0
"73737","female",1970,"yes","yes","yes","no","no","No"," Control",2125,"No",38234,2,21,0,1,36,0
"126023","female",1970,"yes","yes","yes","yes","no","Yes"," Control",3633,"No",65386,1,21,0.4761905,0.9047619,36,0
"205015","male",1934,"yes","yes","yes","no","yes","No"," Neighbors",5960,"No",107263,1,21,0.3809524,0.6666667,72,1
"329162","male",1956,"yes","yes","yes","yes","yes","Yes"," Control",9542,"No",171753,3,21,0.3809524,0.8571429,50,0
"256487","male",1924,"yes","yes","yes","yes","yes","Yes"," Neighbors",7463,"Yes",134322,3,21,0.5714286,1,82,1
"20129","female",1955,"no","yes","yes","no","no","No"," Control",590,"No",10607,2,21,0.3333333,0.952381,51,0
"243020","female",1961,"yes","yes","yes","no","no","Yes"," Control",7077,"Yes",127386,2,21,0.6666667,0.9047619,45,0
"11918","female",1949,"no","no","yes","no","no","No"," Control",348,"No",6247,2,21,0.1428571,0.9047619,57,0
"146957","female",1971,"yes","yes","yes","yes","no","No"," Control",4250,"Yes",76487,2,21,0.3333333,1,35,0
"152284","male",1972,"yes","yes","yes","yes","no","No"," Control",4408,"Yes",79341,2,21,0,0.952381,34,0
"141555","male",1939,"yes","yes","yes","yes","yes","No"," Neighbors",4088,"Yes",73567,2,21,0.4285714,0.9047619,67,1
"239323","male",1983,"no","no","yes","no","no","No"," Control",6974,"No",125530,4,21,0.1904762,0.952381,23,0
"291052","male",1971,"yes","yes","yes","yes","yes","No"," Control",8432,"No",151776,2,21,0.6190476,1,35,0
"76282","female",1961,"yes","yes","yes","yes","yes","No"," Control",2199,"No",39565,2,21,0.2857143,0.952381,45,0
"183362","male",1947,"no","yes","yes","no","no","Yes"," Control",5320,"No",95747,2,21,0.2380952,0.7619048,59,0
"115652","male",1963,"yes","yes","yes","no","no","Yes"," Neighbors",3331,"Yes",59956,4,21,0.5714286,0.8571429,43,1
"252150","female",1971,"yes","yes","yes","no","no","No"," Neighbors",7336,"No",132034,2,21,0.2380952,0.952381,35,1
"85907","male",1941,"yes","yes","yes","no","yes","Yes"," Control",2472,"Yes",44486,3,21,0.2380952,0.8571429,65,0
"341772","female",1930,"yes","yes","yes","no","no","Yes"," Control",9929,"Yes",178712,2,21,0.3333333,0.7619048,76,0
"99781","female",1943,"yes","yes","yes","no","yes","Yes"," Control",2873,"Yes",51712,3,21,0.2857143,0.8571429,63,0
"160488","male",1982,"yes","yes","yes","no","no","No"," Control",4652,"No",83732,2,21,0.1904762,1,24,0
"2793","male",1953,"yes","yes","yes","no","yes","No"," Neighbors",83,"No",1489,2,21,0.0952381,1,53,1
"217045","male",1948,"yes","no","yes","no","no","No"," Control",6316,"No",113672,2,21,0.1904762,0.9047619,58,0
"88967","male",1963,"yes","yes","yes","no","no","No"," Neighbors",2564,"No",46136,2,21,0.5238096,0.952381,43,1
"71770","female",1970,"no","yes","yes","no","no","Yes"," Neighbors",2069,"No",37234,2,21,0.4761905,0.952381,36,1
"84610","female",1952,"yes","yes","yes","no","yes","No"," Control",2434,"No",43803,1,16,0.0625,0.875,54,0
"60934","male",1957,"yes","yes","yes","yes","yes","No"," Control",1757,"No",31612,2,21,0.1904762,0.8095238,49,0
"241403","female",1961,"yes","yes","yes","no","no","No"," Neighbors",7032,"No",126563,2,21,0.1904762,0.952381,45,1
"312347","female",1984,"no","no","yes","no","no","No"," Control",9048,"No",162850,3,21,0.2857143,0.9047619,22,0
"92646","female",1959,"yes","yes","yes","no","yes","No"," Control",2669,"No",48040,3,21,0.3333333,0.9047619,47,0
"247483","male",1958,"yes","yes","yes","no","yes","No"," Neighbors",7202,"Yes",129626,2,21,0.4761905,1,48,1
"23270","female",1963,"yes","yes","yes","no","no","Yes"," Control",686,"No",12334,2,21,0.2380952,0.9047619,43,0
"79139","male",1963,"no","yes","yes","yes","yes","No"," Control",2279,"No",41017,2,21,0.1428571,0.952381,43,0
"95290","male",1956,"yes","yes","yes","no","no","Yes"," Control",2744,"No",49388,2,21,0.4761905,0.7619048,50,0
"321722","male",1983,"no","no","yes","no","no","Yes"," Neighbors",9313,"No",167627,3,21,0.4285714,1,23,1
"230774","female",1939,"yes","yes","yes","no","no","Yes"," Control",6723,"No",121001,2,21,0.5238096,0.952381,67,0
"328148","male",1924,"yes","no","yes","yes","yes","No"," Control",9512,"No",171206,3,21,0.4761905,0.8571429,82,0
"231311","female",1955,"yes","yes","yes","no","no","Yes"," Control",6738,"Yes",121272,2,21,0.4761905,0.952381,51,0
"231648","female",1935,"yes","yes","yes","no","yes","Yes"," Control",6748,"No",121450,1,21,0.7619048,1,71,0
"37705","female",1964,"yes","yes","yes","no","no","No"," Control",1093,"No",19674,1,21,0.2380952,0.8571429,42,0
"90759","female",1965,"yes","yes","yes","no","no","No"," Neighbors",2616,"Yes",47072,2,21,0.4285714,1,41,1
"318713","female",1960,"yes","yes","yes","no","no","No"," Control",9226,"No",166056,2,21,0.7142857,1,46,0
"329184","male",1931,"yes","no","yes","no","no","Yes"," Control",9543,"No",171764,1,21,0.4285714,0.952381,75,0
"171126","male",1962,"yes","yes","yes","yes","no","Yes"," Control",4960,"No",89273,1,21,0.1904762,0.9047619,44,0
"218161","female",1961,"yes","no","yes","no","yes","No"," Control",6348,"No",114259,1,21,0.1904762,0.8095238,45,0
"128189","male",1971,"yes","yes","yes","yes","yes","Yes"," Control",3696,"No",66526,4,21,0.2380952,0.952381,35,0
"181289","female",1985,"no","no","yes","no","no","Yes"," Control",5259,"No",94653,3,21,0.2380952,0.8571429,21,0
"235985","male",1950,"yes","yes","yes","no","no","Yes"," Control",6878,"Yes",123787,2,21,0.4285714,0.9047619,56,0
"105700","male",1969,"yes","yes","yes","no","yes","Yes"," Control",3042,"No",54739,2,21,0.1904762,0.9047619,37,0
"287412","female",1970,"no","yes","yes","no","yes","No"," Control",8327,"No",149881,2,21,0.1428571,1,36,0
"318324","female",1946,"yes","yes","yes","yes","no","Yes"," Control",9215,"Yes",165853,2,21,0.2857143,1,60,0
"243165","female",1947,"yes","yes","yes","no","no","Yes"," Control",7082,"No",127464,2,21,0.1428571,0.8095238,59,0
"298775","female",1965,"yes","yes","yes","no","no","No"," Control",8654,"No",155768,2,21,0.0952381,0.952381,41,0
"266897","female",1944,"yes","yes","yes","no","yes","No"," Control",7764,"No",139743,2,21,0.2857143,0.9047619,62,0
"289601","female",1958,"yes","yes","yes","no","no","No"," Control",8390,"No",151016,2,21,0.3333333,0.952381,48,0
"4980","female",1956,"no","yes","yes","no","no","No"," Control",148,"No",2661,1,21,0.1904762,0.952381,50,0
"119591","female",1944,"yes","yes","yes","no","no","No"," Control",3445,"No",62010,2,21,0.2380952,1,62,0
"25543","female",1968,"yes","yes","yes","no","no","Yes"," Control",750,"Yes",13490,2,21,0.2857143,0.8095238,38,0
"122530","male",1956,"yes","no","yes","yes","no","No"," Control",3530,"No",63529,2,21,0.3333333,0.952381,50,0
"296983","male",1954,"yes","yes","yes","no","yes","No"," Control",8605,"No",154881,2,21,0.1428571,0.8571429,52,0
"264550","male",1962,"yes","yes","yes","no","yes","No"," Control",7696,"No",138522,2,21,0.0952381,0.9047619,44,0
"6154","female",1968,"yes","yes","yes","yes","yes","No"," Control",183,"No",3286,2,21,0.1428571,0.952381,38,0
"48131","male",1970,"yes","yes","yes","no","yes","No"," Control",1391,"No",25026,1,21,0.047619,1,36,0
"71033","female",1966,"yes","yes","yes","no","no","No"," Neighbors",2048,"No",36852,2,21,0.6190476,1,40,1
"238002","female",1966,"yes","yes","yes","no","yes","No"," Control",6937,"No",124853,2,21,0.0952381,0.9047619,40,0
"276515","female",1947,"no","yes","yes","no","no","No"," Control",8033,"No",144594,2,21,0.2380952,1,59,0
"48094","female",1968,"yes","yes","yes","yes","yes","No"," Control",1390,"Yes",25007,2,21,0,0.952381,38,0
"320286","male",1965,"yes","yes","yes","no","yes","No"," Neighbors",9269,"Yes",166834,2,21,0.4761905,1,41,1
"72739","male",1953,"yes","yes","yes","no","no","No"," Control",2097,"No",37734,3,21,0.047619,1,53,0
"327510","male",1932,"yes","yes","yes","no","no","Yes"," Neighbors",9493,"Yes",170865,1,21,0.6666667,0.8095238,74,1
"192732","male",1957,"yes","yes","yes","no","no","No"," Control",5595,"Yes",100710,2,21,0,0.952381,49,0
"343265","male",1933,"yes","yes","yes","yes","yes","No"," Control",9975,"No",179541,2,21,0.2857143,0.9047619,73,0
"177107","male",1972,"yes","yes","yes","no","no","Yes"," Control",5137,"No",92450,2,21,0.2380952,0.952381,34,0
"253732","female",1958,"yes","yes","yes","no","no","Yes"," Control",7382,"No",132876,2,21,0.5714286,1,48,0
"196624","male",1943,"yes","yes","yes","no","no","Yes"," Control",5708,"No",102738,2,21,0.3809524,1,63,0
"8414","male",1942,"no","yes","yes","yes","yes","Yes"," Control",248,"No",4448,2,21,0.1428571,1,64,0
"327860","female",1963,"yes","yes","yes","no","no","Yes"," Neighbors",9504,"No",171062,2,21,0.3333333,0.952381,43,1
"58289","female",1966,"yes","yes","yes","yes","no","Yes"," Control",1682,"No",30263,2,21,0.5714286,0.9047619,40,0
"99079","female",1982,"yes","yes","yes","no","no","No"," Control",2853,"No",51341,3,21,0.3333333,0.952381,24,0
"278294","female",1958,"yes","yes","yes","no","no","No"," Neighbors",8084,"Yes",145496,3,21,0.1428571,0.8571429,48,1
"321675","male",1923,"yes","yes","yes","yes","yes","No"," Neighbors",9311,"No",167598,1,21,0.3809524,0.952381,83,1
"317050","male",1953,"yes","yes","yes","no","yes","No"," Control",9178,"No",165198,3,21,0.047619,0.9047619,53,0
"104064","female",1962,"yes","yes","yes","no","no","No"," Neighbors",2993,"No",53870,4,21,0.047619,1,44,1
"7137","female",1970,"yes","yes","yes","no","yes","No"," Control",211,"No",3781,2,21,0.2380952,0.7619048,36,0
"247933","female",1965,"no","yes","yes","no","yes","No"," Control",7215,"No",129865,2,21,0.2380952,0.952381,41,0
"296688","female",1964,"yes","yes","yes","no","no","No"," Control",8596,"No",154728,2,21,0.0952381,1,42,0
"113631","male",1966,"yes","yes","yes","no","no","Yes"," Control",3272,"No",58882,2,21,0.1904762,1,40,0
"228535","female",1957,"yes","yes","yes","no","no","Yes"," Control",6656,"No",119794,4,21,0.2857143,0.7619048,49,0
"87627","male",1974,"no","no","yes","no","no","No"," Control",2523,"No",45404,2,21,0.5238096,1,32,0
