"","id","listing_url","name","host_id","host_name","host_since","host_response_rate","host_is_superhost","host_acceptance_rate","host_listings_count","host_verifications","host_has_profile_pic","neighbourhood_cleansed","latitude","longitude","property_type","room_type","bathrooms","bedrooms","beds","price","has_availability","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month"
"122",89475,"https://www.airbnb.com/rooms/89475","2 Living Rooms, Lots of Big Beds! 3 king, 2 queen",487072,"Greg & Amanda","2011-04-05","100%","t","98%",12,"['email', 'phone']","t",78757,30.35681,-97.72618,"Entire home","Entire home/apt",2,4,5,360,"t",4.85,4.89,4.85,4.98,4.97,4.86,4.9,0.86
"123",355232,"https://www.airbnb.com/rooms/355232","Great SXSW Location. 3br/2baths",1798084,"Jeffrey","2012-02-23","N/A","f","100%",1,"['email', 'phone']","t",78704,30.24748,-97.74724,"Entire home","Entire home/apt",NA,3,7,1000,"t",5,4.75,5,5,5,5,5,0.03
"128",692220,"https://www.airbnb.com/rooms/692220","My Treehouse Home in South Austin",3539325,"Garret","2012-09-11","100%","f","63%",2,"['email', 'phone']","t",78704,30.23537,-97.75171,"Entire home","Entire home/apt",1,1,2,58,"t",4.67,4.7,4.65,4.86,4.92,4.84,4.57,0.45
"129",90898,"https://www.airbnb.com/rooms/90898","Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,"Lester","2010-09-16","100%","f","53%",2,"['email', 'phone']","t",78704,30.24498,-97.74935,"Entire home","Entire home/apt",1,2,3,174,"t",4.73,4.79,4.41,4.9,4.87,4.89,4.62,0.71
"131",90957,"https://www.airbnb.com/rooms/90957","SOCO Austin, TX Guest Room in 2Bedroom House",236847,"Lester","2010-09-16","100%","f","53%",2,"['email', 'phone']","t",78704,30.24574,-97.74828,"Private room in home","Private room",1,1,2,84,"t",4.73,4.9,4.5,5,4.9,5,4.5,0.07
"134",104386,"https://www.airbnb.com/rooms/104386","South Austin Cottage 78704 - 2BR",543367,"Mary","2011-04-28","100%","t","88%",2,"['email', 'phone']","t",78704,30.24111,-97.76316,"Entire home","Entire home/apt",1,2,2,150,"t",4.97,4.98,4.99,4.99,4.99,4.8,4.85,0.87
"135",356837,"https://www.airbnb.com/rooms/356837","Upscale 3 story Downtown Townhouse",1806205,"Varun","2012-02-25","100%","f","88%",5,"['email', 'phone', 'work_email']","t",78701,30.28184,-97.74276,"Entire townhouse","Entire home/apt",2.5,2,5,442,"t",4.86,4.83,4.81,4.89,4.86,4.83,4.72,0.24
"136",109005,"https://www.airbnb.com/rooms/109005","Historic Artist Bungalow near Town Lake Trail",552705,"Amanda (Marz, Nickname)","2011-05-02","83%","t","78%",1,"['email', 'phone']","t",78703,30.2826733159059,-97.7686198781023,"Entire townhouse","Entire home/apt",1,2,2,102,"t",4.93,4.86,4.93,5,4.96,4.86,4.79,0.29
"137",357529,"https://www.airbnb.com/rooms/357529","Zilker Home walking distance to Zilker Park",1808807,"Renee","2012-02-25","100%","t","99%",2,"['email', 'phone']","t",78704,30.25478,-97.76854,"Entire home","Entire home/apt",1,2,2,172,"t",4.98,4.98,4.97,5,5,4.97,4.91,2.63
"138",358164,"https://www.airbnb.com/rooms/358164","Beautiful  Private Cottage",1812799,"Monica","2012-02-26","100%","t","96%",1,"['email', 'phone']","t",78751,30.3124,-97.72007,"Private room in cabin","Private room",1,1,2,104,"t",4.94,4.95,4.92,4.98,4.98,4.89,4.85,1.65
"141",362525,"https://www.airbnb.com/rooms/362525","Quiet Country Cottage Near Downtown",1827423,"Vicki","2012-02-28","N/A","f","100%",1,"['email', 'phone']","t",78741,30.22314,-97.71985,"Entire cottage","Entire home/apt",1,2,1,65,"t",4.88,4.86,4.76,5,4.98,4.88,4.79,0.28
"142",362662,"https://www.airbnb.com/rooms/362662","Downtown Central Austin East - HUGE HOUSE",1832618,"Robert","2012-02-29","100%","t","100%",1,"['email', 'phone']","t",78702,30.25313,-97.72534,"Entire home","Entire home/apt",4,4,9,821,"t",4.83,4.74,4.85,4.95,4.98,4.72,4.66,0.75
"143",363944,"https://www.airbnb.com/rooms/363944","The Big Zilker. Minutes to it all!",1840480,"Scott & Sally","2012-03-01","100%","t","97%",12,"['email', 'phone']","t",78704,30.25795,-97.77202,"Entire home","Entire home/apt",4,5,6,886,"t",4.94,4.94,4.88,5,4.91,4.88,4.69,0.27
"145",364269,"https://www.airbnb.com/rooms/364269","Zilker Treehouse. Minutes Music, Eateries more.",1840480,"Scott & Sally","2012-03-01","100%","t","97%",12,"['email', 'phone']","t",78704,30.25954,-97.76978,"Entire home","Entire home/apt",2.5,3,4,252,"t",4.84,4.9,4.84,4.97,4.97,4.97,4.76,0.79
"146",365471,"https://www.airbnb.com/rooms/365471","Hip E.Side Downtwn House Walk 2 ALL!",1845598,"D.K.","2012-03-02","100%","f","100%",1,"['email', 'phone']","t",78702,30.2595616563375,-97.7343602180481,"Entire home","Entire home/apt",2.5,3,4,326,"t",4.83,4.84,4.82,4.98,4.99,4.81,4.66,0.72
"147",699018,"https://www.airbnb.com/rooms/699018","Urban Oasis! Near Downtown, UT, Pools, Grill",3584580,"Katherine","2012-09-16","100%","t","88%",3,"['email', 'phone']","t",78731,30.31268,-97.75381,"Entire home","Entire home/apt",1,3,4,157,"t",4.63,4.62,4.68,4.95,4.91,4.86,4.5,0.46
"152",702825,"https://www.airbnb.com/rooms/702825","Cozy Mod Casa close to ACL, Downtown.",3608356,"Larry","2012-09-18","100%","t","100%",1,"['email', 'phone']","t",78704,30.23573,-97.76233,"Entire home","Entire home/apt",2,3,3,209,"t",4.91,4.94,4.7,4.98,5,4.88,4.88,2.02
"153",704589,"https://www.airbnb.com/rooms/704589","Waterfront 1-bed, 2 mi. to Downtown",3619116,"Amy","2012-09-19","100%","f","86%",1,"['email', 'phone']","t",78741,30.24618,-97.72823,"Entire condo","Entire home/apt",1,1,1,250,"t",4.96,4.94,5,4.94,5,4.89,4.81,0.38
"154",704738,"https://www.airbnb.com/rooms/704738","Super Central Home; Walk to Zilker/Barton Springs",2548002,"Trent","2012-06-04","100%","f","100%",1,"['email', 'phone', 'work_email']","t",78704,30.25803,-97.76974,"Entire home","Entire home/apt",3,4,5,325,"t",4.88,5,4.89,5,5,4.94,4.53,0.13
"155",367356,"https://www.airbnb.com/rooms/367356","2BR dog-friendly w/patio, W/D, full kitchen",1488733,"Vacasa Texas","2011-12-09","100%","f","99%",68,"['email', 'phone']","t",78751,30.3065,-97.72278,"Entire cottage","Entire home/apt",1,2,3,150,"t",4.75,4.79,4.79,4.87,4.87,4.89,4.69,1.24
"157",113779,"https://www.airbnb.com/rooms/113779","Spacious 1BR w/ Office in Hyde Park",578211,"Pete","2011-05-11","100%","t","98%",10,"['email', 'phone', 'work_email']","t",78751,30.3026970720207,-97.7294505769521,"Entire bungalow","Entire home/apt",1,1,1,120,"t",4.85,4.86,4.9,4.95,4.98,4.94,4.71,0.72
"159",381240,"https://www.airbnb.com/rooms/381240","SoCo  LUX Urban abode- Walk to South Congress",1887493,"Sobena","2012-03-08","100%","f","100%",1,"['email', 'phone', 'work_email']","t",78704,30.2538,-97.74359,"Entire townhouse","Entire home/apt",2.5,2,2,295,"t",4.93,4.93,4.93,4.93,4.79,5,4.86,0.11
"160",705858,"https://www.airbnb.com/rooms/705858","Walk to SOCO from Your Retreat with Waterfall Pool",3626574,"Bill","2012-09-20","100%","t","99%",5,"['email', 'phone']","t",78704,30.24654,-97.74713,"Entire home","Entire home/apt",1,1,1,210,"t",4.97,4.96,4.92,4.98,4.98,4.97,4.91,6.71
"162",711149,"https://www.airbnb.com/rooms/711149","Big Hollow",3659932,"Ken","2012-09-24","100%","f","0%",2,"['email', 'phone']","t",78734,30.3999,-97.91374,"Entire home","Entire home/apt",NA,3,4,1100,"t",NA,NA,NA,NA,NA,NA,NA,NA
"163",406911,"https://www.airbnb.com/rooms/406911","Reduced June Rate-Close to Dwntwn, Palmer, & Parks",1652515,"Cynthia","2012-01-25","100%","t","100%",1,"['email', 'phone', 'work_email']","t",78704,30.25909,-97.756,"Entire guest suite","Entire home/apt",1,1,1,143,"t",4.96,4.96,4.97,4.98,4.99,4.97,4.9,3.15
"166",714922,"https://www.airbnb.com/rooms/714922","Treetop Guesthouse Monthly Rental * $89 nightly",3295530,"Susan","2012-08-18","100%","t","100%",1,"['email', 'phone']","t",78704,30.24103,-97.76325,"Entire home","Entire home/apt",1,2,2,89,"t",4.91,4.97,4.98,4.97,5,4.9,4.84,0.65
"168",128326,"https://www.airbnb.com/rooms/128326","Austin City Limits-Private Pool-by Nature Preserve",634580,"Morrie And Rachel","2011-05-27","100%","f","100%",3,"['email', 'phone']","t",78736,30.24309,-98.0028,"Entire home","Entire home/apt",2,3,4,315,"t",4.95,4.9,4.91,4.99,4.99,4.95,4.85,0.59
"170",720315,"https://www.airbnb.com/rooms/720315","Waterfront Condo on Lady Bird Lake",393905,"David","2011-02-15","100%","t","100%",1,"['email', 'phone']","t",78741,30.24538,-97.72945,"Entire condo","Entire home/apt",1,1,2,200,"t",4.95,4.96,4.8,4.99,4.97,4.96,4.94,1.04
"171",720369,"https://www.airbnb.com/rooms/720369","3BD Row Home in Heart of City",3718168,"Caren","2012-09-30","100%","f","40%",1,"['email', 'phone', 'work_email']","t",78723,30.29409,-97.704,"Entire townhouse","Entire home/apt",2.5,3,4,219,"t",4.94,4.94,4.95,4.98,5,4.93,4.86,0.61
"172",424279,"https://www.airbnb.com/rooms/424279","Steps to S. Congress, 2 bedroom oasis w/ pool",1275188,"Susie & Eoin","2011-10-11","100%","t","100%",1,"['email', 'phone']","t",78704,30.241,-97.75371,"Entire condo","Entire home/apt",2,2,3,180,"t",4.9,4.97,4.83,5,5,4.93,4.76,0.21
"173",430683,"https://www.airbnb.com/rooms/430683","Architectual Gem/ Pool",2141281,"Melanie","2012-04-14","100%","t","57%",4,"['email', 'phone']","t",78731,30.33875,-97.76135,"Entire home","Entire home/apt",2,3,3,695,"t",5,5,5,5,5,5,5,0.01
"174",726770,"https://www.airbnb.com/rooms/726770","Peaceful Cntrl Austin Private Room & Bath 30 Days+",1345415,"Melissa","2011-10-28","N/A","f","100%",2,"['email', 'phone']","t",78722,30.30148,-97.71339,"Private room in home","Private room",1,1,1,61,"t",4.9,4.9,4.85,5,5,4.85,4.85,0.15
"175",140474,"https://www.airbnb.com/rooms/140474","Historic Hyde Park Home By Downtown",578211,"Pete","2011-05-11","100%","t","98%",10,"['email', 'phone', 'work_email']","t",78751,30.3021508499439,-97.7304570434253,"Entire bungalow","Entire home/apt",1,2,3,90,"t",4.87,4.82,4.95,4.97,4.96,4.95,4.83,0.61
"176",727593,"https://www.airbnb.com/rooms/727593","Luxery Lakefront House w/City Views",3769789,"Chris","2012-10-05","N/A","f","N/A",2,"['phone']","f",78746,30.29727,-97.7892,"Entire home","Entire home/apt",2,3,3,5343,"t",5,5,5,5,5,5,4.8,0.04
"177",433996,"https://www.airbnb.com/rooms/433996","Modern Loft in the Heart of ATX | Walk to Zilker",2157243,"Sean","2012-04-17","88%","t","100%",9,"['email', 'phone', 'work_email']","t",78704,30.26139,-97.77566,"Entire loft","Entire home/apt",2,1,1,105,"t",4.82,4.9,4.88,4.97,4.95,4.91,4.76,2.05
"179",140504,"https://www.airbnb.com/rooms/140504","1915 Home w/1BR With Modern Flare",578211,"Pete","2011-05-11","100%","t","98%",10,"['email', 'phone', 'work_email']","t",78751,30.3039719143358,-97.7303734443161,"Entire bungalow","Entire home/apt",1,1,1,85,"t",4.92,4.94,4.92,4.96,4.93,4.98,4.81,0.69
"181",442720,"https://www.airbnb.com/rooms/442720","Westlake Woodland Retreat- 10 minutes to City",2200336,"Gretchen","2012-04-23","N/A","f","89%",1,"['email', 'phone']","t",78746,30.29948,-97.79728,"Entire home","Entire home/apt",3,4,5,354,"t",4.8,4.81,4.74,4.94,4.94,4.83,4.75,0.74
"182",728728,"https://www.airbnb.com/rooms/728728","Fab F1/ACL with international FLAIR",3781862,"Victoria","2012-10-06","100%","f","100%",1,"['phone']","t",78744,30.19554,-97.69451,"Private room in home","Private room",1,1,1,33,"t",4.92,4.9,4.8,4.94,4.96,4.72,4.76,0.38
"183",145210,"https://www.airbnb.com/rooms/145210","Maiden Lane Guesthouse",475506,"Dan","2011-03-31","100%","t","63%",1,"['email', 'phone']","t",78705,30.30203,-97.74235,"Entire guesthouse","Entire home/apt",1,1,2,141,"t",4.9,4.93,4.98,4.96,4.95,4.86,4.84,1.5
"185",731024,"https://www.airbnb.com/rooms/731024","Fabulous  House, walk downtown!",1735494,"Steph And Joey","2012-02-11","100%","f","91%",4,"['email', 'phone']","t",78702,30.25275,-97.72917,"Entire home","Entire home/apt",2,3,3,500,"t",4.97,4.97,4.94,4.94,4.94,4.97,4.89,0.25
"186",765450,"https://www.airbnb.com/rooms/765450","The Coffey Grounds Cedar Cabin",4035868,"Carolyn","2012-11-01","100%","t","97%",1,"['email', 'phone', 'work_email']","t",78756,30.32255,-97.73869,"Entire cabin","Entire home/apt",1,2,4,255,"t",4.99,4.97,4.93,5,4.97,4.97,4.89,1.95
"189",731070,"https://www.airbnb.com/rooms/731070","Stunning, Modern Two-Story House - Monthly Rental.",3803498,"Arnie","2012-10-08","100%","f","N/A",1,"['phone']","t",78704,30.24182,-97.75476,"Entire home","Entire home/apt",3,4,4,400,"t",5,5,5,5,5,4.94,4.78,0.15
"191",158398,"https://www.airbnb.com/rooms/158398","Barton Hills Oasis, SXSW, close to Zilker!",760426,"Lis","2011-06-29","100%","t","100%",2,"['email', 'phone']","t",78704,30.25288,-97.78491,"Entire home","Entire home/apt",3,4,4,999,"t",4.84,4.78,4.94,4.94,4.94,4.83,4.72,0.13
"192",785963,"https://www.airbnb.com/rooms/785963","Bouldin Cottage",4143759,"Katy & Rick","2012-11-13","100%","t","100%",1,"['email', 'phone', 'work_email']","t",78704,30.24784,-97.76318,"Entire home","Entire home/apt",2,2,3,216,"t",4.87,4.88,4.85,4.98,4.98,4.97,4.78,0.97
"194",733203,"https://www.airbnb.com/rooms/733203","Bold, Historic Manor in the Heart of Town",3820555,"Justin&Becca","2012-10-10","100%","t","99%",2,"['email', 'phone']","t",78702,30.27221,-97.72846,"Entire home","Entire home/apt",2,5,8,486,"t",4.96,4.96,4.9,4.95,4.97,4.82,4.85,2.22
"195",735592,"https://www.airbnb.com/rooms/735592","Casita de Piscina",263280,"Cristen","2010-10-16","100%","t","100%",1,"['email', 'phone']","t",78737,30.22242,-97.91042,"Entire guest suite","Entire home/apt",1,1,4,205,"t",4.93,4.89,4.95,4.95,4.95,4.98,4.84,2.27
"197",167459,"https://www.airbnb.com/rooms/167459","SXSW and ACL 4 bedroom in Austin!",628942,"Marnie","2011-05-26","0%","f","0%",1,"['email', 'phone']","t",78746,30.27767,-97.79126,"Entire home","Entire home/apt",3,4,4,800,"t",4.63,4.86,4.57,4.71,4.43,4.71,4.57,0.05
"198",736279,"https://www.airbnb.com/rooms/736279","2 Miles From The Domain & Whole Foods!",3842544,"Laura","2012-10-11","100%","f","67%",1,"['email', 'phone', 'work_email']","t",78759,30.41276,-97.72443,"Private room in home","Private room",1,1,1,70,"t",4.95,4.95,4.9,5,5,4.95,4.9,0.15
"199",742593,"https://www.airbnb.com/rooms/742593","Cool Updated Craftsman Bungalow in Hyde Park.",2862517,"Robert","2012-07-07","100%","t","100%",2,"['email', 'phone', 'work_email']","t",78751,30.31197,-97.72955,"Entire bungalow","Entire home/apt",2,4,4,271,"t",4.97,4.96,4.96,4.98,4.98,4.92,4.86,1.22
"200",746317,"https://www.airbnb.com/rooms/746317","Minutes to it all! Parks, Music Food, Pet's ok.",1840480,"Scott & Sally","2012-03-01","100%","t","97%",12,"['email', 'phone']","t",78704,30.25909,-97.77017,"Entire home","Entire home/apt",1.5,2,3,180,"t",4.9,4.93,4.89,4.96,4.96,4.94,4.74,0.74
"201",747499,"https://www.airbnb.com/rooms/747499","Charming Cottage Close to Downtown",3924382,"Phillip","2012-10-19","100%","t","100%",1,"['email', 'phone']","t",78703,30.28026,-97.75703,"Entire home","Entire home/apt",1,2,2,165,"t",4.96,4.98,4.88,4.99,5,4.98,4.92,0.87
"202",799135,"https://www.airbnb.com/rooms/799135","2br condo great S. Austin location!",2227467,"Agnies","2012-04-26","N/A","f","N/A",1,"['email', 'phone', 'work_email']","t",78704,30.2359,-97.76422,"Entire rental unit","Entire home/apt",1,2,2,199,"t",4.33,4.67,3.67,4.67,5,4.33,4.33,0.02
"203",801521,"https://www.airbnb.com/rooms/801521","Fantastic SOCO Studio",4218754,"Jana","2012-11-22","100%","t","99%",3,"['email', 'phone']","t",78704,30.23457,-97.7615,"Entire guesthouse","Entire home/apt",1,0,3,90,"t",4.93,4.95,4.88,4.99,4.97,4.95,4.9,1.78
"204",174828,"https://www.airbnb.com/rooms/174828","Light & Airy Central Austin Retreat",835236,"Jenny","2011-07-18","100%","t","100%",2,"['email', 'phone']","t",78752,30.33238,-97.71233,"Entire home","Entire home/apt",2,4,4,243,"t",4.89,4.85,4.89,4.97,4.98,4.63,4.77,2.47
"206",813709,"https://www.airbnb.com/rooms/813709","Cozy Bright Hyde Park Guest House",578211,"Pete","2011-05-11","100%","t","98%",10,"['email', 'phone', 'work_email']","t",78751,30.30263,-97.7293,"Entire guesthouse","Entire home/apt",1,1,1,102,"t",4.94,4.94,4.97,4.98,5,4.98,4.89,0.49
"207",751847,"https://www.airbnb.com/rooms/751847","Large Dining, Open Floor Plan by AustinGetaways",487072,"Greg & Amanda","2011-04-05","100%","t","98%",12,"['email', 'phone']","t",78757,30.36084,-97.72593,"Entire home","Entire home/apt",2,4,4,322,"t",4.94,4.97,4.91,4.97,4.96,4.8,4.88,1.19
"208",760036,"https://www.airbnb.com/rooms/760036","Luxury urban loft downtown Austin",4005799,"Gabe","2012-10-29","80%","f","33%",1,"['email', 'phone', 'work_email']","t",78701,30.26836,-97.74724,"Entire loft","Entire home/apt",1,1,1,195,"t",5,5,5,5,5,5,5,0.17
"209",761955,"https://www.airbnb.com/rooms/761955","Gorgeous Modern Home in Zilker",11762795,"Mandi","2014-01-29","N/A","f","100%",1,"['email', 'phone']","t",78704,30.24852,-97.78277,"Entire home","Entire home/apt",4,4,4,1000,"t",5,5,5,5,5,4.83,4.5,0.04
"210",184853,"https://www.airbnb.com/rooms/184853","78704  Austin Getaway Two Bedroom monthly rental.",518748,"Rachel","2011-04-18","100%","t","63%",3,"['email', 'phone', 'work_email']","t",78704,30.24106,-97.77315,"Entire home","Entire home/apt",1.5,2,2,135,"t",5,4.82,5,5,5,5,4.91,0.17
"211",814908,"https://www.airbnb.com/rooms/814908","The Austin Oasis, Best Group Travel Spot in Austin",2762526,"Moya","2012-06-27","100%","t","99%",9,"['email', 'phone']","t",78704,30.25551,-97.7741,"Entire home","Entire home/apt",4.5,8,10,1046,"t",4.68,4.63,4.69,4.89,4.78,4.8,4.52,0.68
"212",195674,"https://www.airbnb.com/rooms/195674","Large Zilker Home, Downtown- SOCO-ACL!",951551,"Lori","2011-08-10","N/A","f","100%",1,"['email', 'phone']","t",78704,30.25775,-97.76703,"Entire home","Entire home/apt",2.5,4,5,500,"t",4.95,4.88,4.73,4.95,4.98,4.93,4.68,0.31
"213",826750,"https://www.airbnb.com/rooms/826750","5 BR|2 Pools|Deck|Firepit|Grill|2Primary|Office|WD",3584580,"Katherine","2012-09-16","100%","t","88%",3,"['email', 'phone']","t",78726,30.44262,-97.82678,"Entire home","Entire home/apt",2.5,5,6,216,"t",4.74,4.84,4.68,4.98,4.89,4.95,4.81,0.58
"214",763084,"https://www.airbnb.com/rooms/763084","SXSW Central Austin Home",4022974,"Mary K.","2012-10-31","N/A","f","N/A",1,"['email', 'phone']","t",78703,30.29624,-97.77349,"Entire home","Entire home/apt",4,5,5,1999,"t",5,5,5,5,5,5,5,0.01
"215",202187,"https://www.airbnb.com/rooms/202187","South Congress Apartment",989596,"John","2011-08-18","100%","t","100%",2,"['email', 'phone']","t",78704,30.24867,-97.74678,"Entire guesthouse","Entire home/apt",1,1,2,83,"t",4.88,4.94,4.83,4.96,4.93,4.98,4.9,6.66
"216",202753,"https://www.airbnb.com/rooms/202753","Parkside Loft - Entire bottom floor of the house.",729047,"Tracy","2011-06-21","N/A","f","100%",1,"['email', 'phone']","t",78703,30.276272,-97.757103,"Private room in loft","Private room",1,1,1,180,"t",5,4.94,5,5,5,5,4.82,0.23
"219",207054,"https://www.airbnb.com/rooms/207054","2/1 Mid-Century Home 1 mile from Downtown",1018853,"Merri Gale And Donald","2011-08-25","89%","t","100%",1,"['email', 'phone']","t",78741,30.24434,-97.73069,"Entire home","Entire home/apt",1,2,2,138,"t",4.91,4.92,4.9,4.96,4.88,4.86,4.8,1.46
"220",846780,"https://www.airbnb.com/rooms/846780","deco chic 2/1 cottage - zilker/sola",4421865,"Tina","2012-12-16","100%","t","40%",1,"['email', 'phone']","t",78704,30.25222,-97.7704,"Entire home","Entire home/apt",1,2,2,171,"t",4.96,4.95,4.96,4.93,4.98,4.94,4.89,1.66
"222",860402,"https://www.airbnb.com/rooms/860402","Austin Downtown Urban Oasis - 2 br 1 1/2 bath",4506424,"Abigail","2012-12-27","0%","f","0%",1,"['email', 'phone', 'work_email']","t",78701,30.26986,-97.7485,"Entire condo","Entire home/apt",1.5,2,2,130,"t",5,4.89,5,5,5,5,4.33,0.07
"223",867806,"https://www.airbnb.com/rooms/867806","Beautiful Allandale Flat",245617,"Peter","2010-09-26","100%","f","100%",2,"['email', 'phone']","t",78756,30.33229,-97.74462,"Entire guesthouse","Entire home/apt",1,1,2,99,"t",5,5,5,5,5,5,5,0.05
"224",870943,"https://www.airbnb.com/rooms/870943","Paramount Oaks Cabin, 200 yr Live Oak/Nature/Hike!",2791060,"Neal","2012-06-30","100%","t","78%",1,"['email', 'phone']","t",78704,30.24997,-97.77983,"Entire rental unit","Entire home/apt",1,1,1,99,"t",4.83,4.92,4.92,4.96,5,5,4.75,0.21
"225",981623,"https://www.airbnb.com/rooms/981623","2 Bedrooms - Hip North Loop Strip",5375812,"Nick","2013-03-08","N/A","f","N/A",1,"['phone']","t",78751,30.31956,-97.72376,"Private room in home","Private room",NA,1,NA,200,"t",NA,NA,NA,NA,NA,NA,NA,NA
"226",981928,"https://www.airbnb.com/rooms/981928","Cozy Casita with Covered Parking",3052973,"Randi","2012-07-25","100%","t","97%",1,"['email', 'phone', 'work_email']","t",78751,30.311936990144,-97.7096239543287,"Entire home","Entire home/apt",1,1,1,109,"t",5,4.99,5,5,5,4.93,4.96,6.31
"227",985426,"https://www.airbnb.com/rooms/985426","Private Bedroom Near Downtown & UT in East Austin!",1726785,"Sid","2012-02-09","100%","t","94%",4,"['email', 'phone', 'work_email']","t",78702,30.27498,-97.704,"Private room in home","Private room",1.5,1,1,46,"t",4.97,4.94,4.91,5,4.97,4.91,4.81,0.23
